"Name","Line: SKU","Line: Quantity","Line: Price","Refund: Created At","Refund: Note","Transaction: Amount"
"#42465","","","","2026-04-03 04:36:47 -0400","降价退差价","-150.00"
"#42496","BL/SER10 MAX/HX470/32G/1TB/冰霜银色欧规","1","1259.00","","",""
"#42496","","","","","",""
"#42496","","","0.00","","",""
"#42496","","","","","","1254.00"
"#42496","","","","2026-04-07 03:30:07 -0400","降价后补偿差价",""
"#42496","","","","2026-04-07 03:30:07 -0400","降价后补偿差价","-55.00"
"#42508","BL/SER10 MAX/HX470/32G/1TB/冰霜银色英规","1","1259.00","","",""
"#42508","","","0.00","","",""
"#42508","","","","","","1259.00"
"#42508","","","","2026-04-04 02:53:36 -0400","降价差价",""
"#42508","","","","2026-04-04 02:53:36 -0400","降价差价","-60.00"
"#42523","BL/GTi15/285H/64G/1TB/冰霜银色美规","1","1649.00","","",""
"#42523","","","0.00","","",""
"#42523","","","","","","1649.00"
"#42523","","","","2026-04-03 04:39:18 -0400","降价退差价",""
"#42523","","","","2026-04-03 04:39:18 -0400","降价退差价","-150.00"
"#42610","BL/EX/深空灰色/PCIE5美规","1","179.00","","",""
"#42610","BL/GTi14/185H/32G/1TB/冰霜银色美规","1","1049.00","","",""
"#42610","","","","","",""
"#42610","","","0.00","","",""
"#42610","","","","","","1168.00"
"#42610","","","","2026-04-28 22:27:51 -0400","退货退款GTi14",""
"#42610","","","","2026-04-28 22:27:51 -0400","退货退款GTi14","-997.75"
"#42650","BL/SER10 MAX/HX470/64G/1TB/冰霜银色欧规","1","1499.00","","",""
"#42650","","","0.00","","",""
"#42650","","","","","","1499.00"
"#42650","","","","2026-05-28 23:50:00 -0400","晚发优惠",""
"#42650","","","","2026-05-28 23:50:00 -0400","晚发优惠","-15.00"
"#42820","BL/Mate SE-A/冰霜银色","1","119.00","","",""
"#42820","BL/SER9 PRO/HX370/32G/1TB/冰霜银色美规","1","1149.00","","",""
"#42820","","","","","",""
"#42820","","","0.00","","",""
"#42820","","","","","","1248.00"
"#42820","","","","","","1248.00"
"#42820","","","","2026-04-13 02:04:55 -0400","协商优惠",""
"#42820","","","","2026-04-13 02:04:55 -0400","协商优惠","-30.00"
"#43013","BL/EQR7-LP/7735HS/24G/1TB/星河灰英规","1","559.00","","",""
"#43013","","","0.00","","",""
"#43013","","","","","","559.00"
"#43013","","","","","","559.00"
"#43013","","","","2026-04-18 13:32:24 -0400","协商优惠",""
"#43013","","","","2026-04-18 13:32:24 -0400","协商优惠","-15.00"
"#43052","BL/SER8/8845HS/32G/1TB/冰霜银色欧规","1","939.00","","",""
"#43052","","","0.00","","",""
"#43052","","","","","","939.00"
"#43052","","","","","","939.00"
"#43052","","","","2026-04-28 21:40:20 -0400","晚发补贴",""
"#43052","","","","2026-04-28 21:40:20 -0400","晚发补贴","-30.00"
"#43086","BL/SER8/8845HS/32G/1TB/冰霜银色欧规","1","939.00","","",""
"#43086","","","0.00","","",""
"#43086","","","","","","939.00"
"#43086","","","","2026-04-28 22:08:48 -0400","更换为8745",""
"#43086","","","","2026-04-28 22:08:48 -0400","更换为8745","-70.00"
"#43193","BL/SER10 MAX/HX470/64G/1TB/冰霜银色美规","1","1599.00","","",""
"#43193","","","0.00","","",""
"#43193","","","","","","1599.00"
"#43193","","","","2026-05-20 03:24:39 -0400","协商优惠",""
"#43193","","","","2026-05-20 03:24:39 -0400","协商优惠","-15.00"
"#43193","","","","2026-05-28 23:45:24 -0400","晚发优惠",""
"#43193","","","","2026-05-28 23:45:24 -0400","晚发优惠","-15.00"
"#43299","BL/EX/深空灰色/PCIE5欧规","1","179.00","","",""
"#43299","BL/GTi15/285H/96G/2TB/冰霜银色欧规","1","1949.00","","",""
"#43299","BL/GTi15/285H/64G/1TB/冰霜银色欧规","1","1499.00","","",""
"#43299","","","","","",""
"#43299","","","0.00","","",""
"#43299","","","","","","2068.00"
"#43299","BL/GTi15/285H/96G/2TB/冰霜银色欧规","-1","1949.00","2026-04-30 04:41:37 -0400","",""
"#43299","","","","2026-04-30 04:43:47 -0400","更换机型退差价",""
"#43299","","","","2026-04-30 04:43:47 -0400","更换机型退差价","-450.00"
"#43378","BL/EQi13 Pro/13500H/32G/1TB/冰霜银色英规","1","599.00","","",""
"#43378","BL/EQi13 Pro/13500H/32G/1TB/冰霜银色欧规","1","599.00","","",""
"#43378","","","0.00","","",""
"#43378","","","","","","599.00"
"#43378","BL/EQi13 Pro/13500H/32G/1TB/冰霜银色英规","-1","599.00","2026-05-17 23:53:35 -0400","",""
"#43378","","","","2026-05-17 23:54:04 -0400","协商优惠",""
"#43378","","","","2026-05-17 23:54:04 -0400","协商优惠","-15.00"
"#43471","BL/GTR9 Pro/395/128G/4TB/琥珀橙色（龙虾红色）/双系统欧规","1","4749.00","","",""
"#43471","","","0.00","","",""
"#43471","","","","","","4749.00"
"#43471","","","","2026-05-06 00:04:09 -0400","协商优惠",""
"#43471","","","","2026-05-06 00:04:09 -0400","协商优惠","-30.00"
"#43618","BL/EQi13 Pro/13620H/32G/1TB/冰霜银色欧规","10","619.00","","",""
"#43618","BL/EQi13 Pro/13500H/32G/500G/冰霜银色美规","10","569.00","","",""
"#43618","BL/EQi13 Pro/13620H/32G/1TB/冰霜银色英规","10","619.00","","",""
"#43618","BL/EQi13 Pro/13500H/32G/500G/冰霜银色英规","10","569.00","","",""
"#43618","","","0.00","","",""
"#43618","","","","","","11880.00"
"#43618","","","","","","11880.00"
"#43618","","","","","","11880.00"
"#43618","","","","","","11880.00"
"#43618","BL/EQi13 Pro/13620H/32G/1TB/冰霜银色欧规","-10","619.00","2026-05-14 04:45:48 -0400","",""
"#43618","BL/EQi13 Pro/13500H/32G/500G/冰霜银色美规","-10","569.00","2026-05-14 04:45:48 -0400","",""
"#43618","","","","2026-05-14 04:46:23 -0400","退电源差价",""
"#43618","","","","2026-05-14 04:46:23 -0400","退电源差价","-80.00"
"#43673","BL/EX/深空灰色/PCIE5美规","1","179.00","","",""
"#43673","BL/GTi15/285H/96G/2TB/冰霜银色美规","1","1949.00","","",""
"#43673","","","","","",""
"#43673","","","0.00","","",""
"#43673","","","","","","2068.00"
"#43673","","","","2026-05-19 05:39:34 -0400","海外仓发错货补偿",""
"#43673","","","","2026-05-19 05:39:34 -0400","海外仓发错货补偿","-30.00"
"#43701","BL/EQi Pro/7735HS/24G/1TB/2.5G*2/琥珀橙色（龙虾红色）_U欧规","1","659.00","","",""
"#43701","","","0.00","","",""
"#43701","","","","","","659.00"
"#43701","","","","2026-05-14 21:13:04 -0400","协商优惠",""
"#43701","","","","2026-05-14 21:13:04 -0400","协商优惠","-15.00"
"#43703","BL/EQR7-LP4/7735HS/24G/500G/2.5G*2/星河灰欧规","1","539.00","","",""
"#43703","","","0.00","","",""
"#43703","","","","","","539.00"
"#43703","","","","2026-05-20 03:08:16 -0400","协商优惠",""
"#43703","","","","2026-05-20 03:08:16 -0400","协商优惠","-10.00"
"#43754","BL/SER8/8745HS/32G/1TB/深空灰色美规","1","889.00","","",""
"#43754","","","0.00","","",""
"#43754","","","","","","889.00"
"#43754","","","","2026-05-20 03:43:06 -0400","协商优惠",""
"#43754","","","","2026-05-20 03:43:06 -0400","协商优惠","-15.00"
"#43794","Accessories","3","1.00","","",""
"#43794","Accessories","4","5.00","","",""
"#43794","Accessories","2","30.00","","",""
"#43794","BL/SER10 MAX/HX470/64G/1TB/冰霜银色美规","1","1599.00","","",""
"#43794","","","0.00","","",""
"#43794","","","","","","1682.00"
"#43794","","","","2026-05-28 01:36:26 -0400","协商优惠",""
"#43794","","","","2026-05-28 01:36:26 -0400","协商优惠","-30.00"
"#43843","BL/Mate SE-A/冰霜银色","1","119.00","","",""
"#43843","BL/SER9 PRO/255/32G/1TB/冰霜银色欧规","1","799.00","","",""
"#43843","","","","","",""
"#43843","","","0.00","","",""
"#43843","","","","","","898.00"
"#43843","","","","2026-05-22 02:27:21 -0400","协商优惠",""
"#43843","","","","2026-05-22 02:27:21 -0400","协商优惠","-10.00"
"#43952","BL/SER9 PRO/255/32G/1TB/冰霜银色美规","1","799.00","","",""
"#43952","BL/SER9 PRO/255/24G/1TB/冰霜银色美规","1","739.00","","",""
"#43952","","","0.00","","",""
"#43952","","","","","","799.00"
"#43952","BL/SER9 PRO/255/32G/1TB/冰霜银色美规","-1","799.00","2026-05-24 05:09:15 -0400","",""
"#43952","","","","2026-05-24 05:09:36 -0400","换型号",""
"#43952","","","","2026-05-24 05:09:36 -0400","换型号","-70.00"
"#43970","BL/EQR7-LP/7735HS/24G/1TB/星河灰欧规","1","559.00","","",""
"#43970","BL/SER10 MAX/HX470/64G/1TB/冰霜银色欧规","1","1599.00","","",""
"#43970","BL/EQR7-LP4/7735HS/24G/500G/2.5G*2/星河灰欧规","1","539.00","","",""
"#43970","","","0.00","","",""
"#43970","","","","","","2158.00"
"#43970","","","","","","2158.00"
"#43970","","","","","","2158.00"
"#43970","","","","","","2158.00"
"#43970","","","","","","2158.00"
"#43970","","","","","","2158.00"
"#43970","","","","","","2158.00"
"#43970","","","","","","2158.00"
"#43970","","","","","","2158.00"
"#43970","BL/EQR7-LP/7735HS/24G/1TB/星河灰欧规","-1","559.00","2026-05-29 03:05:58 -0400","",""
"#43970","","","","2026-05-29 03:06:17 -0400","换型号退差价",""
"#43970","","","","2026-05-29 03:06:17 -0400","换型号退差价","-30.00"
"#44047","BL/SER10 MAX/HX470/64G/1TB/琥珀橙色（龙虾红色）_U美规","1","1699.00","","",""
"#44047","BL/GTi14/185H/32G/1TB/冰霜银色美规","1","1049.00","","",""
"#44047","BL/EX/深空灰色/PCIE5美规","1","179.00","","",""
"#44047","","","0.00","","",""
"#44047","","","","","","1699.00"
"#44047","BL/SER10 MAX/HX470/64G/1TB/琥珀橙色（龙虾红色）_U美规","-1","1699.00","2026-05-25 05:23:00 -0400","",""
"#44047","","","","2026-05-25 22:04:15 -0400","换型号",""
"#44047","","","","2026-05-25 22:04:15 -0400","换型号","-531.00"
"#44097","Accessories","1","100.00","","",""
"#44097","","","0.00","","",""
"#44097","","","","","","100.00"
"#44097","","","","2026-05-26 21:45:10 -0400","退运费差价",""
"#44097","","","","2026-05-26 21:45:10 -0400","退运费差价","-8.00"
"#44258","BL/SER10 MAX/HX470/32G/1TB/冰霜银色美规","1","1299.00","","",""
"#44258","","","0.00","","",""
"#44258","","","","","","1299.00"
"#44258","","","","2026-06-02 21:57:21 -0400","协商优惠",""
"#44258","","","","2026-06-02 21:57:21 -0400","协商优惠","-15.00"
